time,"ADC0","ADC1"
"2018-09-26 02:25:56.642312",1331,1342,
"2018-09-26 02:30:56.738066",1331,1342,
"2018-09-26 02:35:56.814310",1331,1342,
"2018-09-26 02:40:56.830085",1331,1342,
"2018-09-26 02:45:56.927474",1331,1342,
"2018-09-26 02:50:56.000513",1331,1342,
"2018-09-26 02:55:56.046165",1331,1342,
"2018-09-26 03:00:56.053180",1331,1342,
"2018-09-26 03:05:56.124036",1331,1342,
"2018-09-26 03:10:56.198891",1331,1342,
"2018-09-26 03:15:56.256528",1331,1342,
"2018-09-26 03:20:56.470345",1331,1342,
"2018-09-26 03:25:56.540296",1331,1342,
"2018-09-26 03:30:56.565261",1331,1342,
"2018-09-26 03:35:56.710508",1331,1342,
"2018-09-26 03:40:56.821267",1331,1342,
"2018-09-26 03:45:56.838481",1331,1342,
"2018-09-26 03:50:56.929093",1331,1342,
"2018-09-26 03:55:55.982185",1331,1342,
"2018-09-26 04:00:56.045705",1331,1342,
"2018-09-26 04:05:56.160766",1331,1342,
"2018-09-26 04:10:56.222800",1331,1342,
"2018-09-26 04:15:56.255704",1331,1342,
"2018-09-26 04:20:56.410159",1331,1342,
"2018-09-26 04:25:56.429549",1331,1342,
"2018-09-26 04:30:56.515827",1331,1342,
"2018-09-26 04:35:56.594375",1331,1342,
"2018-09-26 04:40:56.657957",1331,1342,
"2018-09-26 04:45:56.668919",1331,1342,
"2018-09-26 04:50:56.744352",1331,1342,
"2018-09-26 04:55:56.787726",1331,1343,
"2018-09-26 05:00:56.861644",1331,1342,
"2018-09-26 05:05:56.935445",1331,1342,
"2018-09-26 05:10:56.016375",1331,1343,
"2018-09-26 05:15:56.107975",1331,1342,
"2018-09-26 05:20:56.345286",1331,1342,
"2018-09-26 05:25:56.396437",1331,1342,
"2018-09-26 05:30:56.435940",1331,1342,
"2018-09-26 05:35:56.510022",1331,1342,
"2018-09-26 05:40:56.574728",1331,1343,
"2018-09-26 05:45:56.646846",1331,1343,
"2018-09-26 05:50:56.677264",1331,1343,
"2018-09-26 05:55:56.745837",1331,1343,
"2018-09-26 06:00:56.808936",1331,1342,
"2018-09-26 06:05:56.849046",1331,1343,
"2018-09-26 06:10:56.922897",1331,1343,
"2018-09-26 06:15:55.973269",1331,1343,
"2018-09-26 06:20:56.210540",1331,1343,
"2018-09-26 06:25:56.805680",1331,1343,
"2018-09-26 06:30:56.881756",1331,1343,
"2018-09-26 06:35:56.914330",1331,1343,
"2018-09-26 06:40:55.948795",1331,1343,
"2018-09-26 06:45:56.030458",1331,1343,
"2018-09-26 06:50:56.057795",1331,1343,
"2018-09-26 06:55:56.102844",1331,1343,
"2018-09-26 07:00:56.171648",1331,1343,
"2018-09-26 07:05:56.234970",1331,1343,
"2018-09-26 07:10:56.363714",1331,1343,
"2018-09-26 07:15:56.442256",1331,1343,
"2018-09-26 07:20:56.643605",1331,1343,
"2018-09-26 07:25:56.766963",1331,1343,
"2018-09-26 07:30:56.849019",1331,1343,
"2018-09-26 07:35:56.916862",1331,1343,
"2018-09-26 07:40:56.009147",1331,1343,
"2018-09-26 07:45:56.081725",1331,1343,
"2018-09-26 07:50:56.106326",1331,1343,
"2018-09-26 07:55:56.247005",1331,1343,
"2018-09-26 08:00:56.326420",1331,1343,
"2018-09-26 08:05:56.429937",1331,1343,
"2018-09-26 08:10:56.525897",1331,1343,
"2018-09-26 08:15:56.565807",1331,1343,
"2018-09-26 08:20:56.880277",1331,1343,
"2018-09-26 08:25:56.990654",1331,1343,
"2018-09-26 08:30:56.070694",1331,1343,
"2018-09-26 08:35:56.137824",1331,1343,
"2018-09-26 08:40:56.175122",1332,1343,
"2018-09-26 08:45:56.174305",1332,1343,
"2018-09-26 08:50:56.231687",1331,1343,
"2018-09-26 08:55:56.311796",1332,1343,
"2018-09-26 09:00:56.406770",1331,1343,
"2018-09-26 09:05:56.482329",1331,1343,
"2018-09-26 09:10:56.553545",1331,1343,
"2018-09-26 09:15:56.617791",1331,1343,
"2018-09-26 09:20:56.864498",1332,1343,
"2018-09-26 09:25:56.911619",1332,1343,
"2018-09-26 09:30:55.920279",1332,1343,
"2018-09-26 09:35:55.953989",1332,1343,
"2018-09-26 09:40:56.018797",1332,1343,
"2018-09-26 09:45:56.110071",1332,1343,
"2018-09-26 09:50:56.152819",1332,1343,
"2018-09-26 09:55:56.196709",1332,1343,
"2018-09-26 10:00:56.253786",1332,1343,
"2018-09-26 10:05:56.321208",1332,1343,
"2018-09-26 10:10:56.402787",1332,1343,
"2018-09-26 10:15:56.503859",1332,1343,
"2018-09-26 10:20:56.834610",1332,1343,
"2018-09-26 10:25:56.888784",1332,1343,
"2018-09-26 10:30:56.993331",1332,1343,
"2018-09-26 10:35:56.075762",1332,1343,
"2018-09-26 10:40:56.151806",1332,1343,
"2018-09-26 10:45:56.251265",1332,1343,
"2018-09-26 10:50:56.266826",1332,1343,
"2018-09-26 10:55:56.332839",1332,1344,
"2018-09-26 11:00:56.407668",1332,1344,
"2018-09-26 11:05:56.476963",1332,1344,
"2018-09-26 11:10:56.513967",1332,1344,
"2018-09-26 11:15:56.596579",1332,1344,
"2018-09-26 11:20:56.790218",1332,1344,
"2018-09-26 11:25:56.860499",1332,1344,
"2018-09-26 11:30:56.886786",1332,1344,
"2018-09-26 11:35:56.909315",1332,1344,
"2018-09-26 11:40:55.974781",1332,1344,
"2018-09-26 11:45:55.996396",1332,1344,
"2018-09-26 11:50:56.059406",1332,1344,
"2018-09-26 11:55:56.163184",1332,1344,
"2018-09-26 12:00:56.234020",1332,1344,
"2018-09-26 12:05:56.325815",1332,1344,
"2018-09-26 12:10:56.463713",1332,1344,
"2018-09-26 12:15:56.541653",1332,1344,
"2018-09-26 12:20:56.821963",1332,1344,
"2018-09-26 12:25:56.874785",1332,1344,
"2018-09-26 12:30:56.902826",1332,1344,
"2018-09-26 12:35:55.944936",1332,1344,
"2018-09-26 12:40:56.019065",1332,1344,
"2018-09-26 12:45:56.042068",1332,1344,
"2018-09-26 12:50:56.135533",1332,1344,
"2018-09-26 12:55:56.194189",1332,1344,
"2018-09-26 13:00:56.270469",1332,1344,
"2018-09-26 13:05:56.351965",1332,1344,
"2018-09-26 13:10:56.417095",1332,1344,
"2018-09-26 13:15:56.463905",1332,1344,
"2018-09-26 13:20:56.693543",1332,1344,
"2018-09-26 13:25:56.739510",1332,1344,
"2018-09-26 13:30:56.781753",1332,1344,
"2018-09-26 13:35:56.865447",1332,1344,
"2018-09-26 13:40:56.907843",1332,1344,
"2018-09-26 13:45:55.969421",1332,1345,
"2018-09-26 13:50:56.014584",1332,1345,
"2018-09-26 13:55:56.057992",1333,1345,
"2018-09-26 14:00:56.131594",1333,1345,
"2018-09-26 14:05:56.205468",1333,1345,
"2018-09-26 14:10:56.294308",1333,1345,
"2018-09-26 14:15:56.380984",1333,1345,
"2018-09-26 14:20:56.614186",1333,1345,
"2018-09-26 14:25:56.744810",1333,1345,
"2018-09-26 14:30:56.785312",1333,1345,
"2018-09-26 14:35:56.870605",1333,1345,
"2018-09-26 14:40:56.888645",1333,1345,
"2018-09-26 14:45:56.967862",1333,1345,
"2018-09-26 14:50:56.120597",1333,1345,
"2018-09-26 14:55:56.145695",1333,1345,
"2018-09-26 15:00:56.200414",1333,1345,
"2018-09-26 15:05:56.288126",1333,1345,
"2018-09-26 15:10:56.346389",1333,1345,
"2018-09-26 15:15:56.400804",1333,1345,
"2018-09-26 15:20:56.625975",1333,1345,
"2018-09-26 15:25:56.718052",1333,1345,
"2018-09-26 15:30:56.796665",1333,1345,
"2018-09-26 15:35:56.861667",1333,1345,
"2018-09-26 15:40:56.936403",1333,1345,
"2018-09-26 15:45:56.028248",1333,1345,
"2018-09-26 15:50:56.077723",1333,1345,
"2018-09-26 15:55:56.141746",1333,1345,
"2018-09-26 16:00:56.224713",1333,1345,
"2018-09-26 16:05:56.305394",1333,1345,
"2018-09-26 16:10:56.390059",1333,1345,
"2018-09-26 16:15:56.450360",1333,1345,
"2018-09-26 16:20:56.759405",1333,1345,
"2018-09-26 16:25:56.857377",1333,1345,
"2018-09-26 16:30:56.946535",1333,1345,
"2018-09-26 16:35:56.015755",1333,1345,
"2018-09-26 16:40:56.078927",1333,1345,
"2018-09-26 16:45:56.125301",1333,1345,
"2018-09-26 16:50:56.255993",1333,1345,
"2018-09-26 16:55:56.275600",1333,1345,
"2018-09-26 17:00:56.327629",1333,1345,
"2018-09-26 17:05:56.381599",1333,1345,
"2018-09-26 17:10:56.463076",1333,1345,
"2018-09-26 17:15:56.564579",1333,1345,
"2018-09-26 17:20:56.815836",1333,1345,
"2018-09-26 17:25:56.891645",1333,1345,
"2018-09-26 17:30:56.928911",1333,1346,
"2018-09-26 17:35:56.014590",1333,1345,
"2018-09-26 17:40:56.090465",1333,1345,
"2018-09-26 17:45:56.152173",1333,1345,
"2018-09-26 17:50:56.208904",1333,1346,
"2018-09-26 17:55:56.256027",1333,1346,
"2018-09-26 18:00:56.330372",1333,1346,
"2018-09-26 18:05:56.443208",1333,1346,
"2018-09-26 18:10:56.510286",1333,1346,
"2018-09-26 18:15:56.575214",1333,1346,
"2018-09-26 18:20:56.793251",1334,1346,
"2018-09-26 18:25:56.950289",1334,1346,
"2018-09-26 18:30:56.035836",1334,1346,
"2018-09-26 18:35:56.083890",1334,1346,
"2018-09-26 18:40:56.165798",1334,1346,
"2018-09-26 18:45:56.198769",1334,1346,
"2018-09-26 18:50:56.295807",1334,1346,
"2018-09-26 18:55:56.369071",1334,1346,
"2018-09-26 19:00:56.395611",1334,1346,
"2018-09-26 19:05:56.476955",1334,1346,
"2018-09-26 19:10:56.550665",1334,1346,
"2018-09-26 19:15:56.634210",1335,1346,
"2018-09-26 19:20:56.880339",1335,1346,
"2018-09-26 19:25:57.011496",1335,1346,
"2018-09-26 19:30:56.121332",1335,1346,
"2018-09-26 19:35:56.148081",1335,1346,
"2018-09-26 19:40:56.237052",1335,1346,
"2018-09-26 19:45:56.307862",1335,1346,
"2018-09-26 19:50:56.358812",1335,1346,
"2018-09-26 19:55:56.456511",1334,1346,
"2018-09-26 20:00:56.497742",1334,1345,
"2018-09-26 20:05:56.558778",1334,1345,
"2018-09-26 20:10:56.612869",1334,1345,
"2018-09-26 20:15:56.654470",1334,1345,
"2018-09-26 20:20:56.853323",1334,1345,
"2018-09-26 20:25:56.901009",1334,1345,
"2018-09-26 20:30:55.977701",1334,1345,
"2018-09-26 20:35:56.001562",1334,1345,
"2018-09-26 20:40:56.076598",1334,1345,
"2018-09-26 20:45:56.108712",1334,1345,
"2018-09-26 20:50:56.232072",1334,1345,
"2018-09-26 20:55:56.272919",1334,1345,
"2018-09-26 21:00:56.301541",1334,1345,
"2018-09-26 21:05:56.402256",1335,1345,
"2018-09-26 21:10:56.488828",1335,1345,
"2018-09-26 21:15:56.653608",1335,1345,
"2018-09-26 21:20:56.896411",1335,1345,
"2018-09-26 21:25:56.042850",1335,1345,
"2018-09-26 21:30:56.083149",1335,1345,
"2018-09-26 21:35:56.145150",1335,1345,
"2018-09-26 21:40:56.215807",1335,1345,
"2018-09-26 21:45:56.244505",1335,1345,
"2018-09-26 21:50:56.374852",1335,1345,
"2018-09-26 21:55:56.422908",1335,1345,
"2018-09-26 22:00:56.442822",1335,1345,
"2018-09-26 22:05:56.489401",1335,1345,
"2018-09-26 22:10:56.545461",1335,1345,
"2018-09-26 22:15:56.601533",1335,1345,
"2018-09-26 22:20:56.777730",1335,1345,
"2018-09-26 22:25:56.823058",1335,1345,
"2018-09-26 22:30:56.876467",1335,1345,
"2018-09-26 22:35:56.936373",1335,1345,
"2018-09-26 22:40:55.971035",1335,1345,
"2018-09-26 22:45:56.026570",1335,1345,
"2018-09-26 22:50:56.042180",1335,1345,
"2018-09-26 22:55:56.065313",1335,1345,
"2018-09-26 23:00:56.160415",1335,1345,
"2018-09-26 23:05:56.246070",1335,1345,
"2018-09-26 23:10:56.301571",1335,1345,
"2018-09-26 23:15:56.408800",1335,1345,
"2018-09-26 23:20:56.626041",1335,1345,
"2018-09-26 23:25:56.688736",1335,1345,
"2018-09-26 23:30:56.714415",1335,1345,
"2018-09-26 23:35:56.796540",1335,1345,
"2018-09-26 23:40:56.844069",1335,1345,
"2018-09-26 23:45:56.833034",1335,1345,
"2018-09-26 23:50:56.850299",1335,1345,
"2018-09-26 23:55:56.917611",1335,1345,
"2018-09-27 00:00:55.995337",1335,1345,
"2018-09-27 00:05:56.034603",1335,1345,
"2018-09-27 00:10:56.066133",1335,1345,
"2018-09-27 00:15:56.146529",1335,1345,
"2018-09-27 00:20:56.390366",1335,1345,
"2018-09-27 00:25:56.495808",1335,1345,
"2018-09-27 00:30:56.582013",1335,1345,
"2018-09-27 00:35:56.657781",1335,1345,
"2018-09-27 00:40:56.722901",1335,1345,
"2018-09-27 00:45:56.793055",1335,1345,
"2018-09-27 00:50:56.855737",1335,1345,
"2018-09-27 00:55:56.894892",1335,1345,
"2018-09-27 01:00:55.974857",1335,1345,
"2018-09-27 01:05:56.000145",1335,1345,
"2018-09-27 01:10:56.070271",1335,1345,
"2018-09-27 01:15:56.173440",1335,1345,
"2018-09-27 01:20:56.397756",1335,1345,
"2018-09-27 01:25:56.437848",1335,1345,
"2018-09-27 01:30:56.481719",1335,1345,
"2018-09-27 01:35:56.541651",1335,1345,
"2018-09-27 01:40:56.605340",1335,1345,
"2018-09-27 01:45:56.650400",1335,1345,
"2018-09-27 01:50:56.721589",1335,1345,
"2018-09-27 01:55:56.742173",1335,1345,
"2018-09-27 02:00:56.778137",1335,1345,
"2018-09-27 02:05:56.848882",1335,1345,
"2018-09-27 02:10:56.885347",1335,1345,
"2018-09-27 02:15:56.955274",1335,1345,
"2018-09-27 02:20:56.231801",1335,1345,
"2018-09-27 02:25:56.283435",1335,1345,
"2018-09-27 02:30:56.296985",1335,1345,
"2018-09-27 02:35:56.325885",1335,1345,
"2018-09-27 02:40:56.392981",1335,1345,
"2018-09-27 02:45:56.469999",1335,1345,
"2018-09-27 02:50:56.554277",1335,1345,
"2018-09-27 02:55:56.633171",1335,1345,
"2018-09-27 03:00:56.713080",1335,1345,
"2018-09-27 03:05:56.740125",1335,1345,
"2018-09-27 03:10:56.805678",1335,1345,
"2018-09-27 03:15:56.831108",1335,1345,
"2018-09-27 03:20:56.068153",1335,1345,
"2018-09-27 03:25:56.173232",1335,1345,
"2018-09-27 03:30:56.255522",1335,1345,
"2018-09-27 03:35:56.302807",1335,1345,
"2018-09-27 03:40:56.365194",1335,1345,
"2018-09-27 03:45:56.392711",1335,1345,
"2018-09-27 03:50:56.426436",1335,1345,
"2018-09-27 03:55:56.490323",1335,1345,
"2018-09-27 04:00:56.591515",1335,1345,
"2018-09-27 04:05:56.653987",1335,1345,
"2018-09-27 04:10:56.756088",1335,1345,
"2018-09-27 04:15:56.832254",1335,1345,
"2018-09-27 04:20:56.067724",1335,1345,
"2018-09-27 04:25:56.106193",1336,1345,
"2018-09-27 04:30:56.191741",1336,1345,
"2018-09-27 04:35:56.251735",1336,1345,
"2018-09-27 04:40:56.251797",1336,1345,
"2018-09-27 04:45:56.324428",1336,1345,
"2018-09-27 04:50:56.360160",1336,1345,
"2018-09-27 04:55:56.420139",1336,1345,
"2018-09-27 05:00:56.462786",1336,1345,
"2018-09-27 05:05:56.508118",1336,1345,
"2018-09-27 05:10:56.581778",1336,1345,
"2018-09-27 05:15:56.631755",1336,1345,
"2018-09-27 05:20:56.861683",1336,1345,
"2018-09-27 05:25:56.912891",1336,1345,
"2018-09-27 05:30:55.993583",1336,1345,
"2018-09-27 05:35:56.047790",1336,1345,
"2018-09-27 05:40:56.124227",1336,1345,
"2018-09-27 05:45:56.175428",1336,1345,
"2018-09-27 05:50:56.214137",1336,1345,
"2018-09-27 05:55:56.289104",1336,1345,
"2018-09-27 06:00:56.366973",1336,1345,
"2018-09-27 06:05:56.391536",1336,1345,
"2018-09-27 06:10:56.459083",1336,1345,
"2018-09-27 06:15:56.470126",1336,1345,
"2018-09-27 06:20:56.701571",1336,1345,
"2018-09-27 06:25:57.266068",1336,1345,
"2018-09-27 06:30:56.378595",1336,1345,
"2018-09-27 06:35:56.461795",1336,1345,
"2018-09-27 06:40:56.958939",1336,1345,
"2018-09-27 06:45:56.047863",1336,1345,
"2018-09-27 06:50:56.032981",1336,1345,
"2018-09-27 06:55:56.120556",1336,1345,
"2018-09-27 07:00:56.243073",1336,1345,
"2018-09-27 07:05:56.287321",1336,1345,
"2018-09-27 07:10:56.330150",1336,1345,
"2018-09-27 07:15:56.380609",1336,1344,
"2018-09-27 07:20:56.561716",1336,1344,
"2018-09-27 07:25:56.628752",1336,1344,
"2018-09-27 07:30:56.657921",1336,1344,
"2018-09-27 07:35:56.686824",1336,1344,
"2018-09-27 07:40:56.761811",1336,1344,
"2018-09-27 07:45:56.821568",1336,1344,
"2018-09-27 07:50:56.886477",1336,1344,
"2018-09-27 07:55:56.974462",1336,1344,
"2018-09-27 08:00:56.077874",1336,1344,
"2018-09-27 08:05:56.109092",1336,1344,
"2018-09-27 08:10:56.188889",1336,1344,
"2018-09-27 08:15:56.266945",1336,1344,
"2018-09-27 08:20:56.538222",1336,1344,
"2018-09-27 08:25:56.605398",1336,1344,
"2018-09-27 08:30:56.694647",1336,1344,
"2018-09-27 08:35:56.720160",1336,1344,
"2018-09-27 08:40:56.772800",1336,1344,
"2018-09-27 08:45:56.807338",1336,1344,
"2018-09-27 08:50:56.842148",1336,1344,
"2018-09-27 08:55:56.917570",1336,1344,
"2018-09-27 09:00:55.910200",1336,1344,
"2018-09-27 09:05:55.958801",1336,1344,
"2018-09-27 09:10:56.028949",1336,1344,
"2018-09-27 09:15:56.105942",1336,1344,
"2018-09-27 09:20:56.326456",1336,1344,
"2018-09-27 09:25:56.388685",1336,1344,
"2018-09-27 09:30:56.492937",1336,1344,
"2018-09-27 09:35:56.515865",1336,1344,
"2018-09-27 09:40:56.567899",1336,1344,
"2018-09-27 09:45:56.630201",1336,1344,
"2018-09-27 09:50:56.718776",1337,1344,
"2018-09-27 09:55:56.727683",1337,1344,
"2018-09-27 10:00:56.740519",1337,1344,
"2018-09-27 10:05:56.806536",1337,1344,
"2018-09-27 10:10:56.886392",1338,1344,
"2018-09-27 10:15:56.956922",1338,1344,
"2018-09-27 10:20:56.207409",1338,1344,
"2018-09-27 10:25:56.266347",1338,1344,
"2018-09-27 10:30:56.414187",1338,1344,
"2018-09-27 10:35:56.449043",1338,1344,
"2018-09-27 10:40:56.462225",1338,1344,
"2018-09-27 10:45:56.540516",1338,1344,
"2018-09-27 10:50:56.606178",1339,1344,
"2018-09-27 10:55:56.633053",1339,1344,
"2018-09-27 11:00:56.678809",1339,1344,
"2018-09-27 11:05:56.709832",1339,1344,
"2018-09-27 11:10:56.750247",1339,1344,
"2018-09-27 11:15:56.817559",1339,1344,
"2018-09-27 11:20:56.101760",1339,1344,
"2018-09-27 11:25:56.214540",1339,1344,
"2018-09-27 11:30:56.306667",1339,1344,
"2018-09-27 11:35:56.342807",1339,1344,
"2018-09-27 11:40:56.387903",1339,1344,
"2018-09-27 11:45:56.471812",1339,1344,
"2018-09-27 11:50:56.530347",1339,1344,
"2018-09-27 11:55:56.593062",1339,1344,
"2018-09-27 12:00:56.620129",1339,1344,
"2018-09-27 12:05:56.685428",1339,1344,
"2018-09-27 12:10:56.767010",1339,1344,
"2018-09-27 12:15:56.808927",1340,1344,
"2018-09-27 12:20:55.990317",1339,1344,
"2018-09-27 12:25:56.072273",1339,1344,
"2018-09-27 12:30:56.167467",1340,1344,
"2018-09-27 12:35:56.255681",1340,1344,
"2018-09-27 12:40:56.335502",1339,1344,
"2018-09-27 12:45:56.400116",1340,1344,
"2018-09-27 12:50:56.421772",1340,1344,
"2018-09-27 12:55:56.486839",1340,1344,
"2018-09-27 13:00:56.563933",1340,1344,
"2018-09-27 13:05:56.636356",1340,1344,
"2018-09-27 13:10:56.676038",1340,1344,
"2018-09-27 13:15:56.684547",1340,1344,
"2018-09-27 13:20:56.882749",1340,1344,
"2018-09-27 13:25:56.960423",1340,1344,
"2018-09-27 13:30:56.040451",1340,1344,
"2018-09-27 13:35:56.078509",1340,1344,
"2018-09-27 13:40:56.096812",1340,1344,
"2018-09-27 13:45:56.155965",1340,1344,
"2018-09-27 13:50:56.193611",1340,1344,
"2018-09-27 13:55:56.247614",1340,1344,
"2018-09-27 14:00:56.335872",1340,1344,
"2018-09-27 14:05:56.406394",1340,1344,
"2018-09-27 14:10:56.476374",1340,1344,
"2018-09-27 14:15:56.557975",1340,1344,
"2018-09-27 14:20:56.791143",1340,1344,
"2018-09-27 14:25:56.901977",1340,1344,
"2018-09-27 14:30:55.965688",1340,1344,
"2018-09-27 14:35:56.008905",1340,1344,
"2018-09-27 14:40:56.052840",1340,1344,
"2018-09-27 14:45:56.204303",1341,1344,
"2018-09-27 14:50:56.281765",1341,1344,
"2018-09-27 14:55:56.313665",1341,1344,
"2018-09-27 15:00:56.370214",1341,1344,
"2018-09-27 15:05:56.450212",1341,1344,
"2018-09-27 15:10:56.490614",1341,1344,
"2018-09-27 15:15:56.619542",1340,1344,
"2018-09-27 15:20:56.832917",1340,1344,
"2018-09-27 15:25:56.918236",1341,1344,
"2018-09-27 15:30:56.011766",1340,1344,
"2018-09-27 15:35:56.085411",1340,1344,
"2018-09-27 15:40:56.160332",1340,1344,
"2018-09-27 15:45:56.245781",1340,1344,
"2018-09-27 15:50:56.304096",1341,1344,
"2018-09-27 15:55:56.333160",1341,1344,
"2018-09-27 16:00:56.360132",1341,1344,
"2018-09-27 16:05:56.481892",1341,1344,
"2018-09-27 16:10:56.546532",1341,1344,
"2018-09-27 16:15:56.600398",1341,1344,
"2018-09-27 16:20:56.807913",1341,1344,
"2018-09-27 16:25:56.893156",1341,1344,
"2018-09-27 16:30:57.003289",1341,1344,
"2018-09-27 16:35:56.096421",1341,1344,
"2018-09-27 16:40:56.106310",1341,1344,
